Dissect Code,AssmtCode_1,Year,SiteCode,SiteYear,NUMDISSECTED PER HOST PER SITE ASS.,HOSTSPECIES,SITE VISIT,SVL,STAGE,MALF,SEX,DISSECTED,ALARIA,THICKIE,CLINO,ECHINO,FIB,GLOB,RIB,MANO,HAEMATO,HALIPEGUS,OSWALDO,OPALPREZ2,NYCTOPREZ2,TRITRICHPREZ2,GORGOD,NEMATODE,UNKN,LARVTREMRICH,LARVTREMTOT,BDPOS,BDZE,RVPOS,RVLOAD
CA-MCCRY_20130716_BUBO_009,CA-MCCRY_20130716,2013,CA-MCCRY,CA-MCCRY_2013,15,BUBO,2,23.34,META,FALSE,M,1,0,0,0,23,0,0,0,0,0,0,0,1,0,0,0,0,0,1,23,0,0,0,0
CA-MCCRY_20130716_BUBO_010,CA-MCCRY_20130716,2013,CA-MCCRY,CA-MCCRY_2013,15,BUBO,2,22.12,META,FALSE,M,1,0,0,0,50,1,0,0,0,0,0,0,1,0,0,0,0,0,2,51,0,0,0,0
CA-MCCRY_20130716_BUBO_011,CA-MCCRY_20130716,2013,CA-MCCRY,CA-MCCRY_2013,15,BUBO,2,26.74,META,TRUE,M,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0
CA-MCCRY_20130716_BUBO_012,CA-MCCRY_20130716,2013,CA-MCCRY,CA-MCCRY_2013,15,BUBO,2,18.36,META,FALSE,M,1,0,0,0,22,0,0,0,0,0,0,0,1,0,0,0,0,0,1,22,0,0,0,0
CA-MCCRY_20130716_BUBO_013,CA-MCCRY_20130716,2013,CA-MCCRY,CA-MCCRY_2013,15,BUBO,2,20.95,META,FALSE,F,1,0,0,0,31,0,0,0,0,0,0,0,1,0,0,0,0,0,1,31,0,0,0,0
CA-MCCRY_20130716_BUBO_015,CA-MCCRY_20130716,2013,CA-MCCRY,CA-MCCRY_2013,15,BUBO,2,20.37,META,FALSE,M,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
CA-MCCRY_20130716_BUBO_005,CA-MCCRY_20130716,2013,CA-MCCRY,CA-MCCRY_2013,15,BUBO,2,17.8,META,FALSE,F,1,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,1,35,0,0,0,0
CA-MCCRY_20130716_BUBO_014,CA-MCCRY_20130716,2013,CA-MCCRY,CA-MCCRY_2013,15,BUBO,2,21.9,META,FALSE,F,1,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,1,49,1,0.1299532726,0,0
CA-MCCRY_20130716_PSRE_003,CA-MCCRY_20130716,2013,CA-MCCRY,CA-MCCRY_2013,15,PSRE,2,21.82,META,FALSE,M,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0.0001038656
CA-MCCRY_20130716_PSRE_007,CA-MCCRY_20130716,2013,CA-MCCRY,CA-MCCRY_2013,15,PSRE,2,19.33,META,FALSE,F,1,0,0,0,6,0,0,0,0,0,0,0,1,0,0,0,0,0,1,6,0,0,0,0
CA-MCCRY_20130716_PSRE_009,CA-MCCRY_20130716,2013,CA-MCCRY,CA-MCCRY_2013,15,PSRE,2,19.87,META,FALSE,F,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,40.0599630674,1,2.27690427177314E-006
CA-MCCRY_20130716_PSRE_010,CA-MCCRY_20130716,2013,CA-MCCRY,CA-MCCRY_2013,15,PSRE,2,20.28,META,FALSE,F,1,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,1,4,0,0,0,0
CA-MCCRY_20130716_PSRE_014,CA-MCCRY_20130716,2013,CA-MCCRY,CA-MCCRY_2013,15,PSRE,2,17.45,META,FALSE,F,1,0,0,0,22,0,0,0,0,0,0,0,1,0,0,0,0,0,1,22,0,0,0,0
CA-MCCRY_20130716_PSRE_015,CA-MCCRY_20130716,2013,CA-MCCRY,CA-MCCRY_2013,15,PSRE,2,21.4,META,FALSE,F,1,0,0,0,6,0,0,0,0,0,0,0,1,0,0,0,0,0,1,6,1,0.2660106371,0,0
CA-MCCRY_20130716_PSRE_001,CA-MCCRY_20130716,2013,CA-MCCRY,CA-MCCRY_2013,15,PSRE,2,15.45,META,TRUE,M,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CA-MCCRY_20130716_PSRE_004,CA-MCCRY_20130716,2013,CA-MCCRY,CA-MCCRY_2013,15,PSRE,2,21.68,META,FALSE,F,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,1,0.0008974105
CA-MCCRY_20130716_PSRE_011,CA-MCCRY_20130716,2013,CA-MCCRY,CA-MCCRY_2013,15,PSRE,2,18.03,META,FALSE,F,1,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,6,2,3,0,0,1,9.47435945749228E-005
CA-MCCRY_20130716_PSRE_012,CA-MCCRY_20130716,2013,CA-MCCRY,CA-MCCRY_2013,15,PSRE,2,18.9,META,FALSE,F,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0
CA-MUD65_20130730_PSRE_004,CA-MUD65_20130730,2013,CA-MUD65,CA-MUD65_2013,15,PSRE,2,18.78,META,FALSE,M,1,0,0,0,66,0,0,29,0,0,0,0,1,0,0,0,0,0,2,95,1,0.4616198912,0,0
CA-MUD65_20130730_PSRE_006,CA-MUD65_20130730,2013,CA-MUD65,CA-MUD65_2013,15,PSRE,2,17.91,META,FALSE,M,1,0,0,0,172,0,0,35,0,0,0,0,1,1,0,0,0,0,2,207,0,0,0,0
CA-MUD65_20130730_PSRE_014,CA-MUD65_20130730,2013,CA-MUD65,CA-MUD65_2013,15,PSRE,2,15.31,META,FALSE,F,1,0,0,0,137,0,0,13,0,0,0,0,1,1,0,0,0,0,2,150,0,0,0,0
CA-MUD65_20130730_PSRE_015,CA-MUD65_20130730,2013,CA-MUD65,CA-MUD65_2013,15,PSRE,2,20.04,META,FALSE,M,1,0,0,0,25,0,0,0,0,0,0,0,1,1,0,0,0,0,1,25,0,0,0,0
CA-MUD65_20130730_PSRE_001,CA-MUD65_20130730,2013,CA-MUD65,CA-MUD65_2013,15,PSRE,2,16.37,META,FALSE,M,1,0,0,0,38,0,0,2,0,0,0,0,1,0,0,0,0,0,2,40,0,0,0,0
CA-MUD65_20130730_PSRE_002,CA-MUD65_20130730,2013,CA-MUD65,CA-MUD65_2013,15,PSRE,2,20.38,META,FALSE,M,1,0,0,0,13,0,0,0,0,0,0,0,1,1,0,0,0,0,1,13,0,0,0,0
CA-MUD65_20130730_PSRE_008,CA-MUD65_20130730,2013,CA-MUD65,CA-MUD65_2013,15,PSRE,2,17.94,META,FALSE,F,1,0,0,0,61,0,0,8,0,0,0,0,0,0,0,0,0,0,2,69,0,0,0,0
CA-MUD65_20130730_PSRE_009,CA-MUD65_20130730,2013,CA-MUD65,CA-MUD65_2013,15,PSRE,2,16.35,META,FALSE,M,1,0,0,0,159,0,0,12,0,0,0,0,0,0,0,0,0,0,2,171,1,2.7448308716,0,0
CA-MUD65_20130730_PSRE_011,CA-MUD65_20130730,2013,CA-MUD65,CA-MUD65_2013,15,PSRE,2,16.69,META,FALSE,M,1,0,0,0,136,0,0,24,0,0,0,0,0,0,0,0,0,0,2,160,0,0,0,0
CA-MUD65_20130730_PSRE_012,CA-MUD65_20130730,2013,CA-MUD65,CA-MUD65_2013,15,PSRE,2,18.05,META,FALSE,F,1,0,0,0,81,0,0,7,0,0,0,0,0,0,0,0,0,0,2,88,0,0,0,0
CA-MUD65_20130730_TATO_002,CA-MUD65_20130730,2013,CA-MUD65,CA-MUD65_2013,15,TATO,2,17.87,Larva,FALSE,U,1,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,1,8,0,0,0,0
CA-MUD65_20130730_TATO_003,CA-MUD65_20130730,2013,CA-MUD65,CA-MUD65_2013,15,TATO,2,21.87,Larva,FALSE,U,1,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,1,9,0,0,0,0
CA-MUD65_20130730_TATO_004,CA-MUD65_20130730,2013,CA-MUD65,CA-MUD65_2013,15,TATO,2,21.21,Larva,FALSE,U,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CA-MUD65_20130730_TATO_005,CA-MUD65_20130730,2013,CA-MUD65,CA-MUD65_2013,15,TATO,2,16.84,Larva,FALSE,U,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0
CA-MUD65_20130730_TATO_006,CA-MUD65_20130730,2013,CA-MUD65,CA-MUD65_2013,15,TATO,2,19.32,Larva,FALSE,U,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0
CA-MUD65_20130730_TATO_007,CA-MUD65_20130730,2013,CA-MUD65,CA-MUD65_2013,15,TATO,2,19.55,Larva,FALSE,U,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0
CA-MUD65_20130730_TATO_010,CA-MUD65_20130730,2013,CA-MUD65,CA-MUD65_2013,15,TATO,2,17.38,Larva,FALSE,U,1,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0
CA-MUD65_20130730_TATO_011,CA-MUD65_20130730,2013,CA-MUD65,CA-MUD65_2013,15,TATO,2,17.75,Larva,FALSE,U,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0
CA-MUD65_20130730_TATO_013,CA-MUD65_20130730,2013,CA-MUD65,CA-MUD65_2013,15,TATO,2,21.81,Larva,FALSE,U,1,0,0,0,90,0,0,21,0,0,0,0,0,0,0,0,0,0,2,111,0,0,0,0
CA-MUD65_20130730_TATO_014,CA-MUD65_20130730,2013,CA-MUD65,CA-MUD65_2013,15,TATO,2,21.32,Larva,FALSE,U,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0
CA-MUD66_20130730_PSRE_001,CA-MUD66_20130730,2013,CA-MUD66,CA-MUD66_2013,15,PSRE,2,16.49,META,FALSE,M,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
CA-MUD66_20130730_PSRE_005,CA-MUD66_20130730,2013,CA-MUD66,CA-MUD66_2013,15,PSRE,2,16,META,FALSE,M,1,0,0,0,9,0,0,0,0,0,0,0,1,1,0,0,0,0,1,9,0,0,0,0
CA-MUD66_20130730_PSRE_003,CA-MUD66_20130730,2013,CA-MUD66,CA-MUD66_2013,15,PSRE,2,14.12,META,FALSE,M,1,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0
CA-MUD66_20130730_PSRE_006,CA-MUD66_20130730,2013,CA-MUD66,CA-MUD66_2013,15,PSRE,2,14.28,META,FALSE,F,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
CA-MUD66_20130730_PSRE_007,CA-MUD66_20130730,2013,CA-MUD66,CA-MUD66_2013,15,PSRE,2,14.59,META,FALSE,F,1,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,1,23,0,0,0,0
CA-MUD66_20130730_PSRE_008,CA-MUD66_20130730,2013,CA-MUD66,CA-MUD66_2013,15,PSRE,2,14.37,META,FALSE,M,1,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,0,0,0,0
CA-MUD66_20130730_PSRE_011,CA-MUD66_20130730,2013,CA-MUD66,CA-MUD66_2013,15,PSRE,2,15.68,META,FALSE,F,1,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,1,16,0,0,0,0
CA-MUD66_20130730_PSRE_012,CA-MUD66_20130730,2013,CA-MUD66,CA-MUD66_2013,15,PSRE,2,15.15,META,FALSE,F,1,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,1,16,0,0,0,0
CA-MUD66_20130730_PSRE_015,CA-MUD66_20130730,2013,CA-MUD66,CA-MUD66_2013,15,PSRE,2,16.25,META,FALSE,M,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CA-MUD66_20130730_TATO_001,CA-MUD66_20130730,2013,CA-MUD66,CA-MUD66_2013,15,TATO,2,27.63,Larva,FALSE,U,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0
CA-MUD66_20130730_TATO_003,CA-MUD66_20130730,2013,CA-MUD66,CA-MUD66_2013,15,TATO,2,23.65,Larva,FALSE,U,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CA-MUD66_20130730_TATO_004,CA-MUD66_20130730,2013,CA-MUD66,CA-MUD66_2013,15,TATO,2,22.74,Larva,FALSE,U,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CA-MUD66_20130730_TATO_005,CA-MUD66_20130730,2013,CA-MUD66,CA-MUD66_2013,15,TATO,2,18.76,Larva,FALSE,U,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CA-MUD66_20130730_TATO_006,CA-MUD66_20130730,2013,CA-MUD66,CA-MUD66_2013,15,TATO,2,20.84,Larva,FALSE,U,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CA-MUD66_20130730_TATO_007,CA-MUD66_20130730,2013,CA-MUD66,CA-MUD66_2013,15,TATO,2,17.45,Larva,FALSE,U,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CA-MUD66_20130730_TATO_008,CA-MUD66_20130730,2013,CA-MUD66,CA-MUD66_2013,15,TATO,2,22.85,Larva,FALSE,U,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CA-MUD66_20130730_TATO_009,CA-MUD66_20130730,2013,CA-MUD66,CA-MUD66_2013,15,TATO,2,24.67,Larva,FALSE,U,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CA-MUD66_20130730_TATO_010,CA-MUD66_20130730,2013,CA-MUD66,CA-MUD66_2013,15,TATO,2,27.37,Larva,FALSE,U,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CA-MUD66_20130730_TATO_011,CA-MUD66_20130730,2013,CA-MUD66,CA-MUD66_2013,15,TATO,2,29.51,Larva,FALSE,U,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CA-MUD66_20130730_TATO_015,CA-MUD66_20130730,2013,CA-MUD66,CA-MUD66_2013,15,TATO,2,19.22,Larva,FALSE,U,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CA-MUD67_20130730_RACA_015,CA-MUD67_20130730,2013,CA-MUD67,CA-MUD67_2013,15,RACA,2,38.5,META,FALSE,F,1,0,0,0,639,0,0,34,0,0,0,0,1,1,0,0,0,0,2,673,0,0,0,0
CA-MUD67_20130730_RACA_002,CA-MUD67_20130730,2013,CA-MUD67,CA-MUD67_2013,15,RACA,2,40.48,META,FALSE,F,1,1,0,3,675,0,0,81,0,0,0,0,0,0,1,0,0,0,4,760,0,0,0,0
CA-MUD67_20130730_RACA_005,CA-MUD67_20130730,2013,CA-MUD67,CA-MUD67_2013,15,RACA,2,38.36,META,FALSE,F,1,0,0,7,1107,0,0,40,0,0,0,0,0,0,1,0,0,0,3,1154,0,0,0,0
CA-MUD67_20130730_RACA_006,CA-MUD67_20130730,2013,CA-MUD67,CA-MUD67_2013,15,RACA,2,41.56,META,FALSE,F,1,1,0,2,757,0,0,69,0,0,0,0,0,0,0,0,0,0,4,829,0,0,0,0
CA-MUD67_20130730_RACA_008,CA-MUD67_20130730,2013,CA-MUD67,CA-MUD67_2013,15,RACA,2,38.51,META,FALSE,F,1,1,0,4,904,0,0,57,0,0,0,0,0,0,0,0,0,0,4,966,0,0,0,0
CA-MUD67_20130730_RACA_009,CA-MUD67_20130730,2013,CA-MUD67,CA-MUD67_2013,15,RACA,2,40.08,META,FALSE,F,1,0,0,1,780,0,0,16,0,0,0,0,0,0,0,0,0,0,3,797,0,0,0,0
CA-MUD67_20130730_RACA_010,CA-MUD67_20130730,2013,CA-MUD67,CA-MUD67_2013,15,RACA,2,42.87,META,FALSE,F,1,0,0,0,519,0,0,23,0,0,0,0,0,0,0,0,0,0,2,542,0,0,0,0
CA-MUD67_20130730_RACA_011,CA-MUD67_20130730,2013,CA-MUD67,CA-MUD67_2013,15,RACA,2,39.58,META,FALSE,F,1,0,0,1,837,0,0,75,0,0,0,0,0,0,0,0,0,0,3,913,0,0,0,0
CA-MUD67_20130730_RACA_013,CA-MUD67_20130730,2013,CA-MUD67,CA-MUD67_2013,15,RACA,2,39.16,META,FALSE,M,1,0,0,0,781,0,0,84,0,0,0,0,0,0,1,0,0,0,2,865,0,0,0,0
CA-MUD67_20130730_RACA_014,CA-MUD67_20130730,2013,CA-MUD67,CA-MUD67_2013,15,RACA,2,48.87,META,FALSE,F,1,0,0,0,843,0,0,32,0,0,0,0,0,0,0,0,0,0,2,875,0,0,0,0
CA-MUD67_20130730_TATO_003,CA-MUD67_20130730,2013,CA-MUD67,CA-MUD67_2013,15,TATO,2,32.75,Larva,FALSE,U,1,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0
CA-MUD67_20130730_TATO_004,CA-MUD67_20130730,2013,CA-MUD67,CA-MUD67_2013,15,TATO,2,37.28,Larva,FALSE,U,1,0,0,32,0,0,0,33,0,0,0,0,0,0,0,0,0,0,2,65,0,0,0,0
CA-MUD67_20130730_TATO_005,CA-MUD67_20130730,2013,CA-MUD67,CA-MUD67_2013,15,TATO,2,27.52,Larva,FALSE,U,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CA-MUD67_20130730_TATO_006,CA-MUD67_20130730,2013,CA-MUD67,CA-MUD67_2013,15,TATO,2,32.39,Subadult,FALSE,U,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CA-MUD67_20130730_TATO_007,CA-MUD67_20130730,2013,CA-MUD67,CA-MUD67_2013,15,TATO,2,34.84,Larva,FALSE,U,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0
CA-MUD67_20130730_TATO_008,CA-MUD67_20130730,2013,CA-MUD67,CA-MUD67_2013,15,TATO,2,29.44,Larva,FALSE,U,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0
CA-MUD67_20130730_TATO_010,CA-MUD67_20130730,2013,CA-MUD67,CA-MUD67_2013,15,TATO,2,27.97,Larva,FALSE,U,1,0,0,1,0,0,0,6,0,0,0,0,0,0,0,0,0,0,2,7,0,0,0,0
CA-MUD67_20130730_TATO_011,CA-MUD67_20130730,2013,CA-MUD67,CA-MUD67_2013,15,TATO,2,27.15,Larva,FALSE,U,1,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,1,35,0,0,NA,NA
CA-MUD67_20130730_TATO_013,CA-MUD67_20130730,2013,CA-MUD67,CA-MUD67_2013,15,TATO,2,29.72,Larva,FALSE,U,1,0,0,1,0,0,0,25,0,0,0,0,0,0,0,0,0,0,2,26,0,0,0,0
CA-MUD67_20130730_TATO_015,CA-MUD67_20130730,2013,CA-MUD67,CA-MUD67_2013,15,TATO,2,26.9,Larva,FALSE,U,1,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,1,43,0,0,0,0
CA-PIG_20130708_PSRE_001,CA-PIG_20130708,2013,CA-PIG,CA-PIG_2013,15,PSRE,2,17.87,META,FALSE,M,1,0,0,0,14,0,0,0,0,0,0,0,1,1,0,0,0,0,1,14,0,0,0,0
CA-PIG_20130708_PSRE_003,CA-PIG_20130708,2013,CA-PIG,CA-PIG_2013,15,PSRE,2,19.76,META,FALSE,F,1,0,0,24,13,0,0,2,0,0,0,0,1,1,0,0,0,0,3,39,1,2796.8888600667,0,0
CA-PIG_20130708_PSRE_004,CA-PIG_20130708,2013,CA-PIG,CA-PIG_2013,15,PSRE,2,18.14,META,FALSE,F,1,0,0,0,11,0,0,0,0,0,0,0,1,1,0,0,0,0,1,11,1,0.3305016757,NA,NA
CA-PIG_20130708_PSRE_005,CA-PIG_20130708,2013,CA-PIG,CA-PIG_2013,15,PSRE,2,18.68,META,FALSE,F,1,0,0,0,26,0,0,0,0,0,0,0,1,0,0,0,0,0,1,26,0,0,0,0
CA-PIG_20130708_PSRE_006,CA-PIG_20130708,2013,CA-PIG,CA-PIG_2013,15,PSRE,2,15.73,META,FALSE,F,1,0,0,0,14,0,0,0,0,0,0,0,1,1,0,0,0,0,1,14,1,2.0050114145,0,0
CA-PIG_20130708_PSRE_009,CA-PIG_20130708,2013,CA-PIG,CA-PIG_2013,15,PSRE,2,15.65,META,FALSE,F,1,14,0,0,11,0,0,0,0,0,0,0,1,1,0,0,0,0,2,25,1,261.4119784037,NA,NA
CA-PIG_20130708_PSRE_010,CA-PIG_20130708,2013,CA-PIG,CA-PIG_2013,15,PSRE,2,16.92,META,FALSE,M,1,0,0,0,25,0,0,0,1,0,0,0,1,1,0,0,0,0,2,26,1,598.5413996379,0,0
CA-PIG_20130708_PSRE_011,CA-PIG_20130708,2013,CA-PIG,CA-PIG_2013,15,PSRE,2,16.83,META,FALSE,M,1,0,0,0,31,0,0,1,0,0,0,0,1,1,0,0,0,0,2,32,1,12.1460092068,0,0
CA-PIG_20130708_PSRE_012,CA-PIG_20130708,2013,CA-PIG,CA-PIG_2013,15,PSRE,2,18.15,META,FALSE,F,1,0,0,0,19,0,0,0,0,0,0,0,1,1,0,0,0,0,1,19,1,10.0429181258,0,0
CA-PIG_20130708_PSRE_013,CA-PIG_20130708,2013,CA-PIG,CA-PIG_2013,15,PSRE,2,19.38,META,FALSE,M,1,0,0,1,33,0,0,0,0,0,0,0,1,0,0,0,0,0,2,34,1,39.521766901,0,0
CA-PIG_20130708_PSRE_014,CA-PIG_20130708,2013,CA-PIG,CA-PIG_2013,15,PSRE,2,17.32,META,FALSE,F,1,0,0,0,5,0,0,0,0,0,0,0,1,1,0,0,0,0,1,5,0,0,NA,NA
CA-PIG_20130708_PSRE_007,CA-PIG_20130708,2013,CA-PIG,CA-PIG_2013,15,PSRE,2,17.19,META,FALSE,F,1,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,1,18,1,29.8917434613,0,0
CA-PIG_20130708_PSRE_008,CA-PIG_20130708,2013,CA-PIG,CA-PIG_2013,15,PSRE,2,20.73,META,FALSE,F,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,1,19953.0773925781,0,0
CA-PIG_20130708_PSRE_015,CA-PIG_20130708,2013,CA-PIG,CA-PIG_2013,15,PSRE,2,18.56,META,FALSE,F,1,0,0,0,15,0,0,2,0,0,0,0,0,0,1,0,0,0,2,17,0,0,0,0
CA-PIG_20130708_TATO_001,CA-PIG_20130708,2013,CA-PIG,CA-PIG_2013,15,TATO,2,18.03,Larva,FALSE,U,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,4,0,0,NA,NA
CA-PIG_20130708_TATO_002,CA-PIG_20130708,2013,CA-PIG,CA-PIG_2013,15,TATO,2,19.39,Larva,FALSE,U,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
CA-PIG_20130708_TATO_003,CA-PIG_20130708,2013,CA-PIG,CA-PIG_2013,15,TATO,2,17.91,Larva,FALSE,F,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CA-PIG_20130708_TATO_004,CA-PIG_20130708,2013,CA-PIG,CA-PIG_2013,15,TATO,2,22.22,META,FALSE,M,1,0,0,0,3,0,0,12,0,0,0,0,0,0,0,0,0,0,2,15,0,0,0,0
CA-PIG_20130708_TATO_005,CA-PIG_20130708,2013,CA-PIG,CA-PIG_2013,15,TATO,2,21.28,Larva,FALSE,U,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CA-PIG_20130708_TATO_007,CA-PIG_20130708,2013,CA-PIG,CA-PIG_2013,15,TATO,2,20.67,Larva,FALSE,U,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CA-PIG_20130708_TATO_008,CA-PIG_20130708,2013,CA-PIG,CA-PIG_2013,15,TATO,2,22.4,META,FALSE,U,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CA-PIG_20130708_TATO_009,CA-PIG_20130708,2013,CA-PIG,CA-PIG_2013,15,TATO,2,18.9,Larva,FALSE,U,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
CA-PIG_20130708_TATO_010,CA-PIG_20130708,2013,CA-PIG,CA-PIG_2013,15,TATO,2,18.68,Larva,FALSE,U,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CA-PIG_20130708_TATO_011,CA-PIG_20130708,2013,CA-PIG,CA-PIG_2013,15,TATO,2,19.33,Larva,FALSE,U,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0
CA-PIG_20130708_TATO_012,CA-PIG_20130708,2013,CA-PIG,CA-PIG_2013,15,TATO,2,18.2,Larva,FALSE,U,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CA-PIG_20130708_TATO_013,CA-PIG_20130708,2013,CA-PIG,CA-PIG_2013,15,TATO,2,16.56,Larva,FALSE,U,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0
CA-PIG_20130708_TATO_014,CA-PIG_20130708,2013,CA-PIG,CA-PIG_2013,15,TATO,2,15.94,Larva,FALSE,U,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CA-PIG_20130708_TATO_015,CA-PIG_20130708,2013,CA-PIG,CA-PIG_2013,15,TATO,2,17.35,META,FALSE,U,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
CA-SF101_20130724_PSRE_001,CA-SF101_20130724,2013,CA-SF101,CA-SF101_2013,2,PSRE,2,22.27,META,FALSE,F,1,0,0,0,47,0,0,0,0,0,0,0,1,0,0,0,0,0,1,47,0,0,1,2.47798004255711E-005
CA-SF101_20130724_PSRE_002,CA-SF101_20130724,2013,CA-SF101,CA-SF101_2013,2,PSRE,2,20.31,META,TRUE,M,1,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7,0,0,1,0.0100419228
CA-SF19_20130724_PSRE_001,CA-SF19_20130724,2013,CA-SF19,CA-SF19_2013,15,PSRE,2,19.93,META,FALSE,F,1,3,0,0,100,0,0,47,0,0,0,0,1,0,0,0,0,0,3,150,0,0,0,0
CA-SF19_20130724_PSRE_002,CA-SF19_20130724,2013,CA-SF19,CA-SF19_2013,15,PSRE,2,17.8,META,FALSE,F,1,1,0,0,24,0,0,16,0,0,0,0,1,0,0,0,0,0,3,41,0,0,0,0
CA-SF19_20130724_PSRE_005,CA-SF19_20130724,2013,CA-SF19,CA-SF19_2013,15,PSRE,2,17.94,META,FALSE,F,1,7,0,0,73,0,0,24,0,0,0,0,1,0,0,0,0,0,3,104,0,0,1,0.0012033125
